ID,Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
TRAIN_4464,4.0,101.5,88.0,6.0,1.0,189.6,Normal Weight,M,39,15.0
TRAIN_4465,20.0,104.2,100.0,5.0,7.0,152.1,Normal Weight,M,51,117.0
TRAIN_4466,23.0,105.1,97.0,5.0,6.0,143.3,Normal Weight,F,38,121.0
TRAIN_4467,15.0,104.4,87.0,6.0,3.0,198.4,Obese,M,25,46.0
TRAIN_4468,12.0,103.5,93.0,5.0,11.0,176.4,Normal Weight,M,39,54.0
TRAIN_4469,23.0,105.4,109.0,5.0,2.0,119.0,Normal Weight,F,27,150.0
TRAIN_4470,25.0,104.9,99.0,5.0,9.0,160.9,Normal Weight,F,20,126.0
TRAIN_4471,9.0,103.5,85.0,5.0,1.0,132.3,Overweight,F,78,43.0
TRAIN_4472,1.0,100.2,86.0,4.0,11.0,112.4,Normal Weight,F,31,4.0
TRAIN_4473,17.0,104.4,95.0,5.0,5.0,149.9,Overweight,F,77,97.0
TRAIN_4474,14.0,104.2,98.0,5.0,0.0,121.3,Normal Weight,F,43,78.0
TRAIN_4475,16.0,104.5,90.0,5.0,7.0,145.5,Normal Weight,F,25,68.0
TRAIN_4476,23.0,105.4,102.0,4.0,10.0,99.2,Normal Weight,F,50,145.0
TRAIN_4477,6.0,102.6,91.0,5.0,10.0,174.2,Overweight,M,30,22.0
TRAIN_4478,12.0,104.4,101.0,5.0,7.0,147.7,Normal Weight,F,76,76.0
TRAIN_4479,13.0,103.6,94.0,5.0,10.0,176.4,Overweight,M,31,55.0
TRAIN_4480,26.0,105.4,108.0,5.0,4.0,134.5,Normal Weight,F,41,170.0
TRAIN_4481,9.0,103.6,101.0,5.0,6.0,152.1,Normal Weight,M,47,52.0
TRAIN_4482,15.0,104.2,99.0,6.0,6.0,218.3,Overweight,M,21,74.0
TRAIN_4483,21.0,105.1,94.0,6.0,2.0,211.6,Overweight,M,31,96.0
TRAIN_4484,7.0,102.9,92.0,5.0,1.0,138.9,Overweight,F,77,38.0
TRAIN_4485,13.0,103.6,91.0,5.0,9.0,167.6,Normal Weight,M,29,47.0
TRAIN_4486,6.0,102.6,89.0,5.0,11.0,185.2,Overweight,M,43,25.0
TRAIN_4487,16.0,104.4,95.0,6.0,2.0,200.6,Overweight,M,20,65.0
TRAIN_4488,15.0,104.7,95.0,5.0,10.0,169.8,Normal Weight,F,29,71.0
TRAIN_4489,13.0,104.0,97.0,4.0,6.0,97.0,Normal Weight,F,21,68.0
TRAIN_4490,12.0,104.2,97.0,5.0,10.0,176.4,Overweight,M,22,51.0
TRAIN_4491,26.0,105.4,112.0,5.0,9.0,185.2,Overweight,M,42,197.0
TRAIN_4492,10.0,104.4,89.0,5.0,8.0,158.7,Normal Weight,F,68,49.0
TRAIN_4493,12.0,104.0,88.0,5.0,0.0,119.0,Normal Weight,F,77,62.0
TRAIN_4494,2.0,101.3,84.0,5.0,8.0,154.3,Normal Weight,F,25,7.0
TRAIN_4495,12.0,104.0,85.0,5.0,2.0,114.6,Normal Weight,F,48,52.0
TRAIN_4496,26.0,105.3,108.0,4.0,12.0,108.0,Normal Weight,F,25,167.0
TRAIN_4497,10.0,103.8,83.0,5.0,6.0,143.3,Normal Weight,F,76,44.0
TRAIN_4498,17.0,104.7,101.0,5.0,3.0,125.7,Normal Weight,F,25,95.0
TRAIN_4499,30.0,105.4,106.0,6.0,6.0,229.3,Overweight,M,20,181.0
TRAIN_4500,20.0,104.7,98.0,5.0,6.0,132.3,Normal Weight,F,22,103.0
TRAIN_4501,8.0,103.1,88.0,5.0,11.0,158.7,Normal Weight,F,51,36.0
TRAIN_4502,30.0,105.8,114.0,4.0,12.0,121.3,Normal Weight,F,50,223.0
TRAIN_4503,12.0,103.8,88.0,6.0,0.0,172.0,Normal Weight,M,21,34.0
TRAIN_4504,26.0,105.3,102.0,5.0,12.0,189.6,Overweight,M,26,138.0
TRAIN_4505,2.0,100.6,90.0,5.0,3.0,123.5,Normal Weight,F,47,10.0
TRAIN_4506,17.0,105.1,96.0,5.0,4.0,123.5,Normal Weight,F,22,85.0
TRAIN_4507,29.0,105.6,102.0,5.0,0.0,114.6,Normal Weight,F,40,175.0
TRAIN_4508,26.0,105.6,94.0,5.0,11.0,180.8,Overweight,M,64,152.0
TRAIN_4509,29.0,105.3,108.0,5.0,6.0,138.9,Normal Weight,F,39,188.0
TRAIN_4510,15.0,104.0,103.0,6.0,1.0,176.4,Normal Weight,M,27,81.0
TRAIN_4511,29.0,105.4,102.0,6.0,5.0,211.6,Obese,M,22,155.0
TRAIN_4512,18.0,104.5,97.0,5.0,3.0,125.7,Normal Weight,F,74,108.0
TRAIN_4513,24.0,104.5,101.0,5.0,8.0,163.1,Normal Weight,F,51,139.0
TRAIN_4514,15.0,103.8,96.0,6.0,7.0,235.9,Overweight,M,72,106.0
TRAIN_4515,22.0,104.4,98.0,4.0,11.0,114.6,Normal Weight,F,26,118.0
TRAIN_4516,11.0,103.1,82.0,6.0,8.0,251.3,Overweight,M,57,48.0
TRAIN_4517,3.0,101.3,83.0,5.0,5.0,132.3,Normal Weight,F,23,11.0
TRAIN_4518,22.0,105.8,104.0,5.0,10.0,158.7,Normal Weight,M,27,118.0
TRAIN_4519,16.0,104.9,90.0,6.0,2.0,205.0,Overweight,F,76,77.0
TRAIN_4520,22.0,105.3,106.0,5.0,7.0,145.5,Normal Weight,F,23,131.0
TRAIN_4521,6.0,102.7,79.0,6.0,4.0,220.5,Overweight,M,36,16.0
TRAIN_4522,21.0,104.7,105.0,5.0,8.0,154.3,Normal Weight,M,31,119.0
TRAIN_4523,26.0,105.4,105.0,6.0,2.0,187.4,Normal Weight,M,23,146.0
TRAIN_4524,16.0,104.9,96.0,5.0,7.0,134.5,Normal Weight,F,20,78.0
TRAIN_4525,2.0,100.2,89.0,5.0,2.0,127.9,Normal Weight,F,32,9.0
TRAIN_4526,11.0,103.8,89.0,6.0,2.0,178.6,Normal Weight,M,20,33.0
TRAIN_4527,20.0,104.2,101.0,4.0,9.0,103.6,Normal Weight,F,39,119.0
TRAIN_4528,13.0,104.2,94.0,5.0,11.0,163.1,Normal Weight,F,20,59.0
TRAIN_4529,28.0,105.4,105.0,5.0,12.0,172.0,Normal Weight,M,24,154.0
TRAIN_4530,15.0,104.2,93.0,6.0,5.0,224.9,Overweight,M,70,96.0
TRAIN_4531,4.0,101.5,82.0,5.0,12.0,180.8,Normal Weight,M,39,11.0
TRAIN_4532,9.0,103.8,97.0,4.0,0.0,88.2,Overweight,F,63,55.0
TRAIN_4533,9.0,102.9,88.0,6.0,3.0,198.4,Obese,M,77,52.0
TRAIN_4534,14.0,104.9,100.0,5.0,5.0,143.3,Normal Weight,F,66,85.0
TRAIN_4535,13.0,104.0,95.0,5.0,6.0,136.7,Normal Weight,F,51,69.0
TRAIN_4536,30.0,106.3,113.0,5.0,9.0,167.6,Normal Weight,M,47,233.0
TRAIN_4537,24.0,105.6,111.0,5.0,9.0,163.1,Normal Weight,M,33,162.0
TRAIN_4538,24.0,105.4,102.0,5.0,12.0,172.0,Normal Weight,M,25,122.0
TRAIN_4539,22.0,105.3,100.0,5.0,10.0,158.7,Normal Weight,F,39,121.0
TRAIN_4540,4.0,102.0,80.0,5.0,4.0,145.5,Overweight,M,28,7.0
TRAIN_4541,28.0,104.7,106.0,6.0,3.0,198.4,Obese,M,27,170.0
TRAIN_4542,23.0,105.6,94.0,5.0,7.0,145.5,Normal Weight,F,31,111.0
TRAIN_4543,4.0,102.2,90.0,5.0,10.0,178.6,Overweight,M,55,19.0
TRAIN_4544,1.0,99.7,89.0,5.0,5.0,149.9,Obese,M,26,3.0
TRAIN_4545,22.0,105.1,101.0,5.0,3.0,138.9,Normal Weight,F,25,121.0
TRAIN_4546,3.0,100.9,85.0,6.0,0.0,189.6,Overweight,M,39,10.0
TRAIN_4547,15.0,104.9,95.0,5.0,2.0,125.7,Normal Weight,F,20,73.0
TRAIN_4548,26.0,105.3,110.0,5.0,10.0,154.3,Normal Weight,F,49,176.0
TRAIN_4549,7.0,103.3,87.0,5.0,10.0,169.8,Normal Weight,F,38,28.0
TRAIN_4550,16.0,104.2,86.0,5.0,10.0,165.3,Normal Weight,M,21,39.0
TRAIN_4551,9.0,103.3,92.0,5.0,8.0,145.5,Normal Weight,F,50,44.0
TRAIN_4552,2.0,100.9,83.0,5.0,9.0,169.8,Overweight,M,33,5.0
TRAIN_4553,2.0,101.1,84.0,5.0,10.0,174.2,Overweight,M,42,6.0
TRAIN_4554,30.0,105.6,116.0,5.0,10.0,158.7,Normal Weight,F,49,222.0
TRAIN_4555,2.0,100.6,79.0,5.0,1.0,125.7,Normal Weight,F,24,6.0
TRAIN_4556,9.0,104.2,90.0,6.0,3.0,207.2,Overweight,M,74,54.0
TRAIN_4557,19.0,104.7,107.0,4.0,11.0,123.5,Normal Weight,F,68,133.0
TRAIN_4558,14.0,105.3,90.0,5.0,10.0,176.4,Obese,M,24,46.0
TRAIN_4559,11.0,104.2,91.0,6.0,2.0,167.6,Normal Weight,F,50,52.0
TRAIN_4560,23.0,104.5,104.0,5.0,1.0,125.7,Normal Weight,F,33,139.0
TRAIN_4561,25.0,105.3,102.0,6.0,5.0,187.4,Normal Weight,F,46,142.0
TRAIN_4562,14.0,104.4,99.0,5.0,8.0,160.9,Normal Weight,M,45,77.0
TRAIN_4563,3.0,101.5,88.0,6.0,5.0,222.7,Overweight,M,78,18.0
TRAIN_4564,26.0,105.3,105.0,6.0,3.0,224.9,Overweight,M,51,190.0
TRAIN_4565,22.0,105.4,108.0,5.0,11.0,176.4,Normal Weight,F,62,147.0
TRAIN_4566,7.0,103.5,83.0,6.0,6.0,218.3,Overweight,M,55,29.0
TRAIN_4567,5.0,102.2,79.0,5.0,10.0,167.6,Normal Weight,M,35,10.0
TRAIN_4568,16.0,104.2,94.0,5.0,10.0,183.0,Overweight,M,77,104.0
TRAIN_4569,5.0,102.4,88.0,6.0,3.0,194.0,Normal Weight,M,22,15.0
TRAIN_4570,17.0,104.5,92.0,5.0,5.0,141.1,Normal Weight,F,45,83.0
TRAIN_4571,17.0,104.5,106.0,6.0,4.0,207.2,Obese,M,24,102.0
TRAIN_4572,23.0,104.9,106.0,5.0,7.0,152.1,Normal Weight,M,46,150.0
TRAIN_4573,20.0,105.1,106.0,5.0,11.0,172.0,Normal Weight,M,25,114.0
TRAIN_4574,18.0,104.9,91.0,4.0,9.0,105.8,Normal Weight,F,24,83.0
TRAIN_4575,2.0,101.1,79.0,5.0,2.0,127.9,Normal Weight,F,73,8.0
TRAIN_4576,23.0,104.9,101.0,5.0,5.0,145.5,Normal Weight,F,49,135.0
TRAIN_4577,10.0,103.5,95.0,5.0,4.0,132.3,Normal Weight,F,62,56.0
TRAIN_4578,27.0,106.0,106.0,5.0,3.0,143.3,Overweight,F,43,171.0
TRAIN_4579,7.0,102.9,92.0,5.0,4.0,145.5,Overweight,F,46,34.0
TRAIN_4580,23.0,106.0,107.0,5.0,0.0,121.3,Normal Weight,F,73,163.0
TRAIN_4581,7.0,102.9,85.0,5.0,10.0,174.2,Normal Weight,F,53,28.0
TRAIN_4582,16.0,104.5,102.0,6.0,0.0,196.2,Overweight,M,64,116.0
TRAIN_4583,5.0,102.4,89.0,5.0,1.0,125.7,Normal Weight,F,46,23.0
TRAIN_4584,18.0,105.1,101.0,5.0,7.0,141.1,Normal Weight,F,41,104.0
TRAIN_4585,27.0,106.3,105.0,6.0,6.0,229.3,Overweight,M,64,216.0
TRAIN_4586,30.0,105.4,103.0,5.0,11.0,183.0,Overweight,M,20,154.0
TRAIN_4587,26.0,105.3,98.0,5.0,8.0,174.2,Overweight,M,60,161.0
TRAIN_4588,14.0,104.5,97.0,6.0,8.0,216.1,Normal Weight,M,31,71.0
TRAIN_4589,23.0,105.6,103.0,5.0,2.0,132.3,Normal Weight,F,46,141.0
TRAIN_4590,20.0,104.7,95.0,5.0,9.0,169.8,Normal Weight,M,75,129.0
TRAIN_4591,23.0,105.1,108.0,6.0,2.0,189.6,Normal Weight,M,36,154.0
TRAIN_4592,29.0,105.1,105.0,5.0,9.0,174.2,Overweight,M,37,178.0
TRAIN_4593,29.0,105.1,114.0,5.0,3.0,130.1,Normal Weight,F,20,199.0
TRAIN_4594,8.0,103.8,87.0,5.0,9.0,147.7,Normal Weight,F,44,34.0
TRAIN_4595,7.0,103.3,84.0,4.0,9.0,103.6,Normal Weight,F,47,30.0
TRAIN_4596,7.0,103.6,88.0,5.0,10.0,176.4,Overweight,M,25,21.0
TRAIN_4597,22.0,104.7,101.0,5.0,11.0,194.0,Overweight,M,74,166.0
TRAIN_4598,8.0,103.5,83.0,4.0,12.0,121.3,Normal Weight,F,40,32.0
TRAIN_4599,4.0,102.4,82.0,6.0,2.0,194.0,Overweight,M,55,15.0
TRAIN_4600,2.0,100.9,77.0,5.0,11.0,185.2,Overweight,M,48,5.0
TRAIN_4601,16.0,104.7,94.0,6.0,1.0,191.8,Overweight,M,23,64.0
TRAIN_4602,2.0,101.5,84.0,5.0,6.0,130.1,Normal Weight,F,50,8.0
TRAIN_4603,25.0,105.8,114.0,6.0,5.0,220.5,Overweight,M,26,186.0
TRAIN_4604,2.0,100.8,83.0,6.0,2.0,191.8,Normal Weight,M,32,6.0
TRAIN_4605,20.0,104.7,102.0,5.0,1.0,134.5,Overweight,F,78,131.0
TRAIN_4606,19.0,104.4,94.0,5.0,5.0,147.7,Obese,F,71,105.0
TRAIN_4607,4.0,101.3,88.0,5.0,7.0,158.7,Obese,M,54,17.0
TRAIN_4608,15.0,104.2,93.0,5.0,7.0,158.7,Normal Weight,F,31,69.0
TRAIN_4609,12.0,103.6,91.0,5.0,4.0,141.1,Normal Weight,F,27,53.0
TRAIN_4610,1.0,100.2,85.0,6.0,2.0,196.2,Overweight,M,34,3.0
TRAIN_4611,23.0,104.9,106.0,6.0,4.0,222.7,Overweight,M,44,164.0
TRAIN_4612,23.0,105.1,109.0,5.0,2.0,132.3,Normal Weight,F,46,156.0
TRAIN_4613,12.0,104.4,95.0,5.0,9.0,167.6,Overweight,M,44,59.0
TRAIN_4614,17.0,104.9,83.0,6.0,4.0,222.7,Overweight,M,26,47.0
TRAIN_4615,17.0,104.5,92.0,6.0,8.0,229.3,Overweight,M,27,72.0
TRAIN_4616,21.0,104.7,100.0,5.0,6.0,147.7,Normal Weight,F,24,112.0
TRAIN_4617,11.0,104.0,91.0,5.0,6.0,152.1,Normal Weight,F,53,53.0
TRAIN_4618,11.0,104.0,88.0,6.0,2.0,207.2,Overweight,M,53,52.0
TRAIN_4619,22.0,104.7,98.0,6.0,1.0,187.4,Normal Weight,M,29,107.0
TRAIN_4620,29.0,105.8,105.0,6.0,0.0,185.2,Overweight,M,67,224.0
TRAIN_4621,11.0,104.0,101.0,6.0,3.0,216.1,Overweight,M,26,60.0
TRAIN_4622,18.0,104.2,96.0,5.0,3.0,127.9,Normal Weight,F,66,104.0
TRAIN_4623,27.0,106.0,106.0,5.0,12.0,198.4,Overweight,M,72,222.0
TRAIN_4624,7.0,103.1,83.0,5.0,11.0,165.3,Normal Weight,F,40,26.0
TRAIN_4625,17.0,105.1,102.0,5.0,3.0,132.3,Normal Weight,F,24,96.0
TRAIN_4626,19.0,104.9,99.0,6.0,4.0,218.3,Overweight,M,22,94.0
TRAIN_4627,13.0,104.0,96.0,6.0,1.0,183.0,Normal Weight,M,30,59.0
TRAIN_4628,30.0,105.4,112.0,5.0,11.0,189.6,Overweight,M,27,206.0
TRAIN_4629,3.0,101.7,87.0,5.0,8.0,158.7,Normal Weight,F,39,12.0
TRAIN_4630,29.0,105.4,104.0,5.0,12.0,191.8,Overweight,M,28,167.0
TRAIN_4631,8.0,102.9,95.0,5.0,7.0,147.7,Normal Weight,F,24,38.0
TRAIN_4632,13.0,104.2,100.0,6.0,1.0,194.0,Overweight,M,28,67.0
TRAIN_4633,3.0,101.5,82.0,4.0,9.0,110.2,Normal Weight,F,62,13.0
TRAIN_4634,29.0,105.4,105.0,5.0,8.0,145.5,Normal Weight,F,32,174.0
TRAIN_4635,17.0,104.7,96.0,4.0,12.0,112.4,Normal Weight,F,37,91.0
TRAIN_4636,7.0,102.9,89.0,6.0,0.0,194.0,Overweight,M,56,34.0
TRAIN_4637,2.0,101.3,88.0,6.0,5.0,209.4,Normal Weight,M,26,7.0
TRAIN_4638,3.0,101.7,85.0,5.0,6.0,145.5,Normal Weight,F,56,13.0
TRAIN_4639,15.0,104.4,105.0,5.0,9.0,160.9,Normal Weight,M,25,82.0
TRAIN_4640,18.0,104.5,96.0,5.0,5.0,132.3,Normal Weight,F,37,94.0
TRAIN_4641,29.0,105.6,108.0,5.0,6.0,154.3,Normal Weight,F,31,181.0
TRAIN_4642,24.0,105.4,103.0,5.0,7.0,145.5,Normal Weight,F,27,137.0
TRAIN_4643,15.0,104.7,100.0,5.0,5.0,130.1,Normal Weight,F,68,93.0
TRAIN_4644,8.0,103.1,87.0,5.0,3.0,145.5,Overweight,M,53,31.0
TRAIN_4645,7.0,103.1,87.0,5.0,1.0,121.3,Normal Weight,F,62,33.0
TRAIN_4646,11.0,103.3,83.0,5.0,5.0,147.7,Obese,M,38,29.0
TRAIN_4647,2.0,100.9,86.0,5.0,2.0,125.7,Normal Weight,F,41,9.0
TRAIN_4648,10.0,103.6,99.0,5.0,7.0,141.1,Normal Weight,F,31,54.0
TRAIN_4649,26.0,105.4,102.0,5.0,9.0,165.3,Normal Weight,M,39,149.0
TRAIN_4650,3.0,102.2,79.0,6.0,0.0,169.8,Normal Weight,F,49,10.0
TRAIN_4651,10.0,102.9,93.0,5.0,10.0,158.7,Normal Weight,F,31,46.0
TRAIN_4652,12.0,104.5,89.0,6.0,0.0,189.6,Overweight,M,30,43.0
TRAIN_4653,28.0,105.3,105.0,5.0,6.0,136.7,Normal Weight,F,58,183.0
TRAIN_4654,21.0,105.6,99.0,6.0,4.0,205.0,Overweight,M,24,103.0
TRAIN_4655,24.0,105.1,106.0,6.0,0.0,189.6,Overweight,F,44,145.0
TRAIN_4656,7.0,102.9,89.0,5.0,3.0,134.5,Normal Weight,F,64,35.0
TRAIN_4657,21.0,104.9,97.0,6.0,6.0,220.5,Overweight,M,21,97.0
TRAIN_4658,9.0,103.6,76.0,6.0,3.0,191.8,Normal Weight,M,23,12.0
TRAIN_4659,21.0,104.4,96.0,5.0,12.0,185.2,Overweight,M,54,120.0
TRAIN_4660,6.0,102.6,89.0,6.0,0.0,187.4,Overweight,M,52,28.0
TRAIN_4661,4.0,101.5,94.0,5.0,9.0,169.8,Normal Weight,F,41,19.0
TRAIN_4662,9.0,103.1,90.0,5.0,5.0,130.1,Normal Weight,F,28,40.0
TRAIN_4663,9.0,103.3,84.0,5.0,3.0,127.9,Normal Weight,F,21,33.0
TRAIN_4664,18.0,105.1,97.0,5.0,7.0,152.1,Normal Weight,F,21,88.0
TRAIN_4665,7.0,102.6,95.0,6.0,6.0,222.7,Overweight,M,21,30.0
TRAIN_4666,18.0,105.1,97.0,5.0,1.0,123.5,Normal Weight,F,55,103.0
TRAIN_4667,14.0,104.9,97.0,6.0,6.0,213.8,Normal Weight,M,31,71.0
TRAIN_4668,24.0,105.1,109.0,5.0,7.0,154.3,Normal Weight,M,47,169.0
TRAIN_4669,30.0,105.6,107.0,5.0,4.0,138.9,Normal Weight,M,22,162.0
TRAIN_4670,5.0,102.0,91.0,5.0,8.0,152.1,Normal Weight,M,22,16.0
TRAIN_4671,8.0,104.0,88.0,5.0,11.0,165.3,Normal Weight,F,49,35.0
TRAIN_4672,2.0,100.6,86.0,5.0,9.0,149.9,Normal Weight,F,28,8.0
TRAIN_4673,4.0,101.8,86.0,5.0,8.0,156.5,Normal Weight,F,29,15.0
TRAIN_4674,25.0,104.9,117.0,6.0,9.0,244.7,Overweight,M,50,232.0
TRAIN_4675,12.0,104.9,99.0,6.0,2.0,198.4,Overweight,M,23,58.0
TRAIN_4676,12.0,103.8,92.0,5.0,11.0,172.0,Normal Weight,F,32,53.0
TRAIN_4677,26.0,105.1,109.0,5.0,5.0,138.9,Normal Weight,F,22,164.0
TRAIN_4678,11.0,104.2,91.0,5.0,9.0,183.0,Overweight,M,39,46.0
TRAIN_4679,13.0,103.6,99.0,5.0,9.0,147.7,Normal Weight,F,46,73.0
TRAIN_4680,8.0,103.1,85.0,5.0,9.0,163.1,Normal Weight,F,21,29.0
TRAIN_4681,21.0,104.5,100.0,5.0,3.0,141.1,Normal Weight,F,60,126.0
TRAIN_4682,9.0,103.3,92.0,5.0,10.0,169.8,Normal Weight,M,65,50.0
TRAIN_4683,2.0,100.4,89.0,4.0,12.0,119.0,Normal Weight,F,78,11.0
TRAIN_4684,9.0,103.8,78.0,6.0,4.0,196.2,Normal Weight,M,36,20.0
TRAIN_4685,4.0,102.7,85.0,6.0,0.0,185.2,Normal Weight,M,60,17.0
TRAIN_4686,21.0,105.3,97.0,5.0,11.0,187.4,Overweight,M,59,129.0
TRAIN_4687,24.0,105.1,114.0,5.0,10.0,172.0,Normal Weight,M,45,189.0
TRAIN_4688,11.0,104.2,97.0,6.0,0.0,189.6,Overweight,M,25,50.0
TRAIN_4689,23.0,104.7,106.0,5.0,1.0,119.0,Normal Weight,F,48,151.0
TRAIN_4690,8.0,103.1,76.0,5.0,7.0,147.7,Normal Weight,F,34,23.0
TRAIN_4691,21.0,105.1,99.0,6.0,3.0,211.6,Overweight,M,44,125.0
TRAIN_4692,10.0,103.8,87.0,5.0,8.0,149.9,Normal Weight,F,32,41.0
TRAIN_4693,5.0,102.0,88.0,6.0,2.0,194.0,Normal Weight,M,37,19.0
TRAIN_4694,8.0,103.1,95.0,5.0,7.0,143.3,Normal Weight,F,24,38.0
TRAIN_4695,25.0,105.3,98.0,6.0,3.0,205.0,Overweight,M,35,133.0
TRAIN_4696,20.0,104.7,103.0,5.0,6.0,138.9,Normal Weight,F,35,118.0
TRAIN_4697,10.0,103.8,97.0,5.0,9.0,167.6,Normal Weight,M,71,65.0
TRAIN_4698,26.0,106.0,102.0,6.0,0.0,183.0,Normal Weight,M,27,138.0
TRAIN_4699,21.0,104.7,98.0,6.0,0.0,194.0,Overweight,M,24,98.0
TRAIN_4700,4.0,102.0,74.0,5.0,6.0,136.7,Normal Weight,F,35,11.0
TRAIN_4701,13.0,103.5,93.0,4.0,10.0,119.0,Normal Weight,F,37,65.0
TRAIN_4702,23.0,105.3,95.0,5.0,7.0,138.9,Normal Weight,F,37,117.0
TRAIN_4703,11.0,103.8,95.0,5.0,10.0,169.8,Normal Weight,F,53,57.0
TRAIN_4704,14.0,103.6,109.0,5.0,3.0,134.5,Normal Weight,F,53,96.0
TRAIN_4705,5.0,102.4,93.0,6.0,4.0,211.6,Overweight,M,49,26.0
TRAIN_4706,9.0,103.3,90.0,6.0,2.0,163.1,Normal Weight,F,24,37.0
TRAIN_4707,6.0,102.9,90.0,6.0,3.0,207.2,Overweight,M,50,29.0
TRAIN_4708,19.0,104.9,104.0,5.0,3.0,136.7,Normal Weight,F,58,122.0
TRAIN_4709,6.0,102.7,90.0,5.0,8.0,158.7,Normal Weight,M,57,28.0
TRAIN_4710,22.0,105.1,108.0,6.0,2.0,196.2,Overweight,M,26,138.0
TRAIN_4711,18.0,104.5,94.0,5.0,3.0,125.7,Normal Weight,F,67,100.0
TRAIN_4712,22.0,104.9,100.0,6.0,6.0,207.2,Normal Weight,M,45,134.0
TRAIN_4713,22.0,105.4,107.0,6.0,3.0,211.6,Overweight,M,21,133.0
TRAIN_4714,7.0,102.4,91.0,5.0,9.0,156.5,Normal Weight,F,23,30.0
TRAIN_4715,29.0,105.8,100.0,6.0,0.0,187.4,Overweight,M,41,166.0
TRAIN_4716,3.0,101.5,91.0,6.0,5.0,205.0,Normal Weight,M,69,18.0
TRAIN_4717,26.0,105.4,104.0,5.0,9.0,152.1,Normal Weight,F,37,155.0
TRAIN_4718,30.0,105.8,108.0,5.0,4.0,136.7,Normal Weight,F,67,210.0
TRAIN_4719,28.0,106.2,109.0,5.0,2.0,123.5,Normal Weight,F,25,181.0
TRAIN_4720,26.0,106.0,109.0,4.0,10.0,103.6,Normal Weight,F,49,182.0
TRAIN_4721,9.0,102.9,89.0,4.0,9.0,97.0,Normal Weight,F,42,43.0
TRAIN_4722,5.0,103.1,88.0,6.0,0.0,191.8,Overweight,M,40,20.0
TRAIN_4723,28.0,105.3,108.0,5.0,4.0,158.7,Overweight,M,39,183.0
TRAIN_4724,2.0,100.8,74.0,5.0,8.0,156.5,Normal Weight,F,58,6.0
TRAIN_4725,15.0,104.0,91.0,6.0,0.0,174.2,Normal Weight,F,73,76.0
TRAIN_4726,11.0,103.3,93.0,6.0,2.0,180.8,Normal Weight,M,24,42.0
TRAIN_4727,18.0,104.4,98.0,6.0,4.0,205.0,Overweight,M,54,112.0
TRAIN_4728,8.0,103.5,84.0,6.0,0.0,189.6,Overweight,M,32,23.0
TRAIN_4729,6.0,102.7,87.0,5.0,10.0,187.4,Overweight,M,35,21.0
TRAIN_4730,8.0,102.7,90.0,5.0,7.0,147.7,Normal Weight,F,22,34.0
TRAIN_4731,18.0,104.7,95.0,5.0,12.0,178.6,Normal Weight,F,72,98.0
TRAIN_4732,8.0,103.1,92.0,5.0,3.0,138.9,Normal Weight,F,77,44.0
TRAIN_4733,6.0,102.4,88.0,5.0,12.0,176.4,Normal Weight,M,37,22.0
TRAIN_4734,30.0,105.8,112.0,5.0,5.0,147.7,Obese,F,28,200.0
TRAIN_4735,12.0,104.2,93.0,6.0,7.0,209.4,Normal Weight,M,25,49.0
TRAIN_4736,5.0,102.4,75.0,5.0,9.0,158.7,Normal Weight,F,29,13.0
TRAIN_4737,5.0,102.7,84.0,5.0,4.0,134.5,Normal Weight,F,40,20.0
TRAIN_4738,11.0,104.4,92.0,6.0,1.0,176.4,Normal Weight,M,31,43.0
TRAIN_4739,18.0,104.7,103.0,6.0,1.0,194.0,Overweight,M,55,124.0
TRAIN_4740,14.0,104.2,99.0,5.0,2.0,114.6,Normal Weight,F,35,79.0
TRAIN_4741,25.0,104.7,100.0,6.0,4.0,227.1,Overweight,M,76,195.0
TRAIN_4742,4.0,102.4,90.0,6.0,4.0,200.6,Normal Weight,M,44,18.0
TRAIN_4743,6.0,102.9,82.0,5.0,5.0,141.1,Normal Weight,F,50,23.0
TRAIN_4744,18.0,104.7,97.0,4.0,11.0,116.8,Normal Weight,F,33,96.0
TRAIN_4745,4.0,102.0,81.0,6.0,1.0,187.4,Normal Weight,M,41,11.0
TRAIN_4746,18.0,104.5,99.0,5.0,9.0,156.5,Normal Weight,F,61,105.0
TRAIN_4747,11.0,104.2,92.0,5.0,6.0,147.7,Normal Weight,M,21,35.0
TRAIN_4748,28.0,106.0,108.0,5.0,12.0,183.0,Overweight,F,44,177.0
TRAIN_4749,6.0,102.9,90.0,5.0,7.0,156.5,Normal Weight,F,54,28.0
TRAIN_4750,2.0,100.4,84.0,4.0,9.0,105.8,Normal Weight,F,32,8.0
TRAIN_4751,15.0,105.1,104.0,6.0,0.0,174.2,Normal Weight,F,26,84.0
TRAIN_4752,20.0,105.1,99.0,4.0,10.0,108.0,Normal Weight,F,38,114.0
TRAIN_4753,8.0,103.3,97.0,5.0,11.0,185.2,Overweight,M,24,35.0
TRAIN_4754,18.0,104.0,92.0,6.0,3.0,194.0,Normal Weight,M,22,66.0
TRAIN_4755,8.0,104.2,83.0,4.0,11.0,103.6,Normal Weight,F,52,34.0
TRAIN_4756,19.0,105.1,98.0,5.0,11.0,165.3,Normal Weight,F,36,99.0
TRAIN_4757,3.0,101.8,89.0,5.0,5.0,154.3,Overweight,M,31,10.0
